scope,group,model,target,signal,constant,spearman,spearman_lo,spearman_hi,auroc,auroc_lo,auroc_hi,partial,partial_lo,partial_hi,n
condition,pixel_mask(drop=0.25),dae_lam0_seed2,e_mse,r_A,False,0.9074,,,0.9519,,,0.8692,,,10000
condition,pixel_mask(drop=0.25),dae_lam1_seed0,e_mse,b,False,0.5486,,,0.8894,,,,,,10000
condition,pixel_mask(drop=0.25),dae_lam1_seed0,e_mse,g,False,0.4137,,,0.6893,,,0.4237,,,10000
condition,pixel_mask(drop=0.25),dae_lam1_seed0,e_mse,d,False,0.9732,,,0.9953,,,0.9657,,,10000
condition,pixel_mask(drop=0.25),dae_lam1_seed0,e_mse,r_A,False,0.9714,,,0.9948,,,0.9625,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed0,e_mse,b,False,0.7171,,,0.8394,,,,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed0,e_mse,g,False,0.6744,,,0.8335,,,0.5678,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed0,e_mse,d,False,0.8612,,,0.9193,,,0.8640,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed0,e_mse,r_A,False,0.9298,,,0.9600,,,0.9004,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed1,e_mse,b,False,0.7217,,,0.8469,,,,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed1,e_mse,g,False,0.6954,,,0.8473,,,0.5597,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed1,e_mse,d,False,0.8663,,,0.9264,,,0.8675,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed1,e_mse,r_A,False,0.9320,,,0.9636,,,0.9020,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed2,e_mse,b,False,0.6815,,,0.8198,,,,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed2,e_mse,g,False,0.5948,,,0.7987,,,0.5109,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed2,e_mse,d,False,0.8446,,,0.9098,,,0.8674,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed2,e_mse,r_A,False,0.9245,,,0.9572,,,0.9045,,,10000
condition,pixel_mask(drop=0.5),radial,e_mse,b,False,0.9543,,,0.9768,,,,,,10000
condition,pixel_mask(drop=0.5),radial,e_mse,g,True,,,,0.5000,,,,,,10000
condition,pixel_mask(drop=0.5),radial,e_mse,d,False,0.4888,,,0.8488,,,0.4452,,,10000
condition,pixel_mask(drop=0.5),radial,e_mse,r_A,False,0.4853,,,0.8472,,,0.4261,,,10000
condition,pixel_mask(drop=0.5),pca64,e_mse,b,False,0.9103,,,0.9566,,,,,,10000
condition,pixel_mask(drop=0.5),pca64,e_mse,g,True,,,,0.5000,,,,,,10000
condition,pixel_mask(drop=0.5),pca64,e_mse,d,False,0.9590,,,0.9792,,,0.8969,,,10000
condition,pixel_mask(drop=0.5),pca64,e_mse,r_A,False,0.9619,,,0.9801,,,0.8360,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed0,e_mse,b,False,0.9048,,,0.9536,,,,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed0,e_mse,g,False,0.7494,,,0.9056,,,0.3141,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed0,e_mse,d,False,0.9297,,,0.9691,,,0.6121,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed0,e_mse,r_A,False,0.9414,,,0.9746,,,0.6724,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed1,e_mse,b,False,0.9035,,,0.9525,,,,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed1,e_mse,g,False,0.6438,,,0.8718,,,0.2753,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed1,e_mse,d,False,0.9298,,,0.9693,,,0.6268,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed1,e_mse,r_A,False,0.9395,,,0.9737,,,0.6487,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed2,e_mse,b,False,0.8945,,,0.9478,,,,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed2,e_mse,g,False,0.4790,,,0.7809,,,0.2552,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed2,e_mse,d,False,0.9217,,,0.9655,,,0.5984,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed2,e_mse,r_A,False,0.9306,,,0.9698,,,0.6042,,,10000
condition,pixel_mask(drop=0.5),dae_lam1_seed0,e_mse,b,False,0.5433,,,0.8857,,,,,,10000
condition,pixel_mask(drop=0.5),dae_lam1_seed0,e_mse,g,False,0.3029,,,0.6465,,,0.2330,,,10000
condition,pixel_mask(drop=0.5),dae_lam1_seed0,e_mse,d,False,0.9558,,,0.9885,,,0.9439,,,10000
condition,pixel_mask(drop=0.5),dae_lam1_seed0,e_mse,r_A,False,0.9504,,,0.9874,,,0.9334,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed0,e_mse,b,False,0.9088,,,0.9536,,,,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed0,e_mse,g,False,0.6756,,,0.8387,,,0.3847,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed0,e_mse,d,False,0.9373,,,0.9706,,,0.6919,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed0,e_mse,r_A,False,0.9471,,,0.9756,,,0.7041,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed1,e_mse,b,False,0.9076,,,0.9549,,,,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed1,e_mse,g,False,0.6326,,,0.8249,,,0.3161,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed1,e_mse,d,False,0.9364,,,0.9716,,,0.6925,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed1,e_mse,r_A,False,0.9480,,,0.9764,,,0.7316,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed2,e_mse,b,False,0.9031,,,0.9526,,,,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed2,e_mse,g,False,0.5825,,,0.8015,,,0.2840,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed2,e_mse,d,False,0.9328,,,0.9702,,,0.6650,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed2,e_mse,r_A,False,0.9454,,,0.9759,,,0.7216,,,10000
condition,pixel_mask(drop=0.75),radial,e_mse,b,False,0.9335,,,0.9697,,,,,,10000
condition,pixel_mask(drop=0.75),radial,e_mse,g,True,,,,0.5000,,,,,,10000
condition,pixel_mask(drop=0.75),radial,e_mse,d,False,0.5351,,,0.8648,,,0.6100,,,10000
condition,pixel_mask(drop=0.75),radial,e_mse,r_A,False,0.5256,,,0.8588,,,0.5294,,,10000
condition,pixel_mask(drop=0.75),pca64,e_mse,b,False,0.9170,,,0.9610,,,,,,10000
condition,pixel_mask(drop=0.75),pca64,e_mse,g,True,,,,0.5000,,,,,,10000
condition,pixel_mask(drop=0.75),pca64,e_mse,d,False,0.9503,,,0.9747,,,0.8462,,,10000
condition,pixel_mask(drop=0.75),pca64,e_mse,r_A,False,0.9433,,,0.9722,,,0.7593,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed0,e_mse,b,False,0.9108,,,0.9581,,,,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed0,e_mse,g,False,0.6112,,,0.8337,,,0.1079,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed0,e_mse,d,False,0.9117,,,0.9596,,,0.1209,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed0,e_mse,r_A,False,0.9284,,,0.9687,,,0.5710,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed1,e_mse,b,False,0.9084,,,0.9577,,,,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed1,e_mse,g,False,0.6517,,,0.8378,,,0.1863,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed1,e_mse,d,False,0.9057,,,0.9583,,,0.0399,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed1,e_mse,r_A,False,0.9284,,,0.9683,,,0.6261,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed2,e_mse,b,False,0.9084,,,0.9572,,,,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed2,e_mse,g,False,0.6493,,,0.8161,,,0.1218,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed2,e_mse,d,False,0.9154,,,0.9599,,,0.2784,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed2,e_mse,r_A,False,0.9217,,,0.9666,,,0.4430,,,10000
condition,pixel_mask(drop=0.75),dae_lam1_seed0,e_mse,b,False,0.5347,,,0.8817,,,,,,10000
condition,pixel_mask(drop=0.75),dae_lam1_seed0,e_mse,g,False,0.2228,,,0.6156,,,0.1140,,,10000
condition,pixel_mask(drop=0.75),dae_lam1_seed0,e_mse,d,False,0.9091,,,0.9707,,,0.8860,,,10000
condition,pixel_mask(drop=0.75),dae_lam1_seed0,e_mse,r_A,False,0.9006,,,0.9674,,,0.8639,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed0,e_mse,b,False,0.9189,,,0.9611,,,,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed0,e_mse,g,False,0.6577,,,0.8488,,,0.1923,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed0,e_mse,d,False,0.9253,,,0.9640,,,0.3057,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed0,e_mse,r_A,False,0.9367,,,0.9713,,,0.6224,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed1,e_mse,b,False,0.9138,,,0.9609,,,,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed1,e_mse,g,False,0.4189,,,0.7613,,,0.0161,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed1,e_mse,d,False,0.9193,,,0.9642,,,0.2610,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed1,e_mse,r_A,False,0.9354,,,0.9716,,,0.7137,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed2,e_mse,b,False,0.9132,,,0.9597,,,,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed2,e_mse,g,False,0.4487,,,0.7348,,,0.1194,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed2,e_mse,d,False,0.9247,,,0.9651,,,0.4188,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed2,e_mse,r_A,False,0.9329,,,0.9698,,,0.6416,,,10000
condition,box_mask(size=8),radial,e_mse,b,False,0.5762,,,0.7984,,,,,,10000
condition,box_mask(size=8),radial,e_mse,g,True,,,,0.5000,,,,,,10000
condition,box_mask(size=8),radial,e_mse,d,False,0.3803,,,0.6955,,,0.2192,,,10000
condition,box_mask(size=8),radial,e_mse,r_A,False,0.3653,,,0.6923,,,0.1910,,,10000
condition,box_mask(size=8),pca64,e_mse,b,False,0.5482,,,0.7914,,,,,,10000
condition,box_mask(size=8),pca64,e_mse,g,True,,,,0.5000,,,,,,10000
condition,box_mask(size=8),pca64,e_mse,d,False,0.8127,,,0.8791,,,0.7383,,,10000
condition,box_mask(size=8),pca64,e_mse,r_A,False,0.7407,,,0.8448,,,0.6540,,,10000
condition,box_mask(size=8),dae_lam0_seed0,e_mse,b,False,0.5032,,,0.7727,,,,,,10000
condition,box_mask(size=8),dae_lam0_seed0,e_mse,g,False,0.7423,,,0.8392,,,0.6437,,,10000
condition,box_mask(size=8),dae_lam0_seed0,e_mse,d,False,0.6016,,,0.7460,,,0.5028,,,10000
condition,box_mask(size=8),dae_lam0_seed0,e_mse,r_A,False,0.5141,,,0.7020,,,0.4429,,,10000
condition,box_mask(size=8),dae_lam0_seed1,e_mse,b,False,0.5012,,,0.7721,,,,,,10000
condition,box_mask(size=8),dae_lam0_seed1,e_mse,g,False,0.7389,,,0.8387,,,0.6453,,,10000
condition,box_mask(size=8),dae_lam0_seed1,e_mse,d,False,0.6183,,,0.7579,,,0.5262,,,10000
condition,box_mask(size=8),dae_lam0_seed1,e_mse,r_A,False,0.5410,,,0.7181,,,0.4733,,,10000
condition,box_mask(size=8),dae_lam0_seed2,e_mse,b,False,0.5033,,,0.7727,,,,,,10000
condition,box_mask(size=8),dae_lam0_seed2,e_mse,g,False,0.7502,,,0.8545,,,0.6684,,,10000
condition,box_mask(size=8),dae_lam0_seed2,e_mse,d,False,0.6530,,,0.7698,,,0.5590,,,10000
condition,box_mask(size=8),dae_lam0_seed2,e_mse,r_A,False,0.5901,,,0.7450,,,0.5169,,,10000
condition,box_mask(size=8),dae_lam1_seed0,e_mse,b,False,0.5465,,,0.8880,,,,,,10000
condition,box_mask(size=8),dae_lam1_seed0,e_mse,g,False,0.6179,,,0.7857,,,0.6424,,,10000
condition,box_mask(size=8),dae_lam1_seed0,e_mse,d,False,0.9173,,,0.9750,,,0.8935,,,10000
condition,box_mask(size=8),dae_lam1_seed0,e_mse,r_A,False,0.9602,,,0.9910,,,0.9446,,,10000
condition,box_mask(size=8),dae_lam1w5_seed0,e_mse,b,False,0.5093,,,0.7701,,,,,,10000
condition,box_mask(size=8),dae_lam1w5_seed0,e_mse,g,False,0.8076,,,0.8812,,,0.7312,,,10000
condition,box_mask(size=8),dae_lam1w5_seed0,e_mse,d,False,0.7063,,,0.8049,,,0.6149,,,10000
condition,box_mask(size=8),dae_lam1w5_seed0,e_mse,r_A,False,0.6431,,,0.7783,,,0.5676,,,10000
condition,box_mask(size=8),dae_lam1w5_seed1,e_mse,b,False,0.4742,,,0.7421,,,,,,10000
condition,box_mask(size=8),dae_lam1w5_seed1,e_mse,g,False,0.7965,,,0.8758,,,0.7272,,,10000
condition,box_mask(size=8),dae_lam1w5_seed1,e_mse,d,False,0.7323,,,0.8199,,,0.6584,,,10000
condition,box_mask(size=8),dae_lam1w5_seed1,e_mse,r_A,False,0.6686,,,0.7946,,,0.6126,,,10000
condition,box_mask(size=8),dae_lam1w5_seed2,e_mse,b,False,0.5046,,,0.7721,,,,,,10000
condition,box_mask(size=8),dae_lam1w5_seed2,e_mse,g,False,0.7802,,,0.8635,,,0.6924,,,10000
condition,box_mask(size=8),dae_lam1w5_seed2,e_mse,d,False,0.7342,,,0.8175,,,0.6532,,,10000
condition,box_mask(size=8),dae_lam1w5_seed2,e_mse,r_A,False,0.6729,,,0.7930,,,0.6077,,,10000
condition,box_mask(size=14),radial,e_mse,b,False,0.6308,,,0.8108,,,,,,10000
condition,box_mask(size=14),radial,e_mse,g,True,,,,0.5000,,,,,,10000
condition,box_mask(size=14),radial,e_mse,d,False,0.5033,,,0.8012,,,0.3741,,,10000
condition,box_mask(size=14),radial,e_mse,r_A,False,0.5028,,,0.8044,,,0.3511,,,10000
condition,box_mask(size=14),pca64,e_mse,b,False,0.6153,,,0.8096,,,,,,10000
condition,box_mask(size=14),pca64,e_mse,g,True,,,,0.5000,,,,,,10000
condition,box_mask(size=14),pca64,e_mse,d,False,0.6659,,,0.8240,,,0.4013,,,10000
condition,box_mask(size=14),pca64,e_mse,r_A,False,0.5787,,,0.7877,,,0.2716,,,10000
condition,box_mask(size=14),dae_lam0_seed0,e_mse,b,False,0.6121,,,0.8063,,,,,,10000
condition,box_mask(size=14),dae_lam0_seed0,e_mse,g,False,0.5753,,,0.7792,,,0.2345,,,10000
condition,box_mask(size=14),dae_lam0_seed0,e_mse,d,False,0.4595,,,0.7281,,,0.0968,,,10000
condition,box_mask(size=14),dae_lam0_seed0,e_mse,r_A,False,0.3886,,,0.6939,,,0.0312,,,10000
condition,box_mask(size=14),dae_lam0_seed1,e_mse,b,False,0.6188,,,0.8164,,,,,,10000
condition,box_mask(size=14),dae_lam0_seed1,e_mse,g,False,0.5683,,,0.7885,,,0.2469,,,10000
condition,box_mask(size=14),dae_lam0_seed1,e_mse,d,False,0.4608,,,0.7385,,,0.1036,,,10000
condition,box_mask(size=14),dae_lam0_seed1,e_mse,r_A,False,0.4103,,,0.7121,,,0.0477,,,10000
condition,box_mask(size=14),dae_lam0_seed2,e_mse,b,False,0.6320,,,0.8282,,,,,,10000
condition,box_mask(size=14),dae_lam0_seed2,e_mse,g,False,0.5332,,,0.7832,,,0.1783,,,10000
condition,box_mask(size=14),dae_lam0_seed2,e_mse,d,False,0.5479,,,0.7837,,,0.2117,,,10000
condition,box_mask(size=14),dae_lam0_seed2,e_mse,r_A,False,0.4992,,,0.7613,,,0.1407,,,10000
condition,box_mask(size=14),dae_lam1_seed0,e_mse,b,False,0.5324,,,0.8865,,,,,,10000
condition,box_mask(size=14),dae_lam1_seed0,e_mse,g,False,0.4201,,,0.6789,,,0.5262,,,10000
condition,box_mask(size=14),dae_lam1_seed0,e_mse,d,False,0.8108,,,0.9367,,,0.7458,,,10000
condition,box_mask(size=14),dae_lam1_seed0,e_mse,r_A,False,0.9055,,,0.9790,,,0.8731,,,10000
condition,box_mask(size=14),dae_lam1w5_seed0,e_mse,b,False,0.6143,,,0.8077,,,,,,10000
condition,box_mask(size=14),dae_lam1w5_seed0,e_mse,g,False,0.6643,,,0.8200,,,0.3978,,,10000
condition,box_mask(size=14),dae_lam1w5_seed0,e_mse,d,False,0.5738,,,0.7828,,,0.2520,,,10000
condition,box_mask(size=14),dae_lam1w5_seed0,e_mse,r_A,False,0.4934,,,0.7428,,,0.1593,,,10000
condition,box_mask(size=14),dae_lam1w5_seed1,e_mse,b,False,0.5982,,,0.8000,,,,,,10000
condition,box_mask(size=14),dae_lam1w5_seed1,e_mse,g,False,0.6507,,,0.8141,,,0.4060,,,10000
condition,box_mask(size=14),dae_lam1w5_seed1,e_mse,d,False,0.5602,,,0.7744,,,0.2448,,,10000
condition,box_mask(size=14),dae_lam1w5_seed1,e_mse,r_A,False,0.5135,,,0.7541,,,0.1999,,,10000
condition,box_mask(size=14),dae_lam1w5_seed2,e_mse,b,False,0.6362,,,0.8306,,,,,,10000
condition,box_mask(size=14),dae_lam1w5_seed2,e_mse,g,False,0.6923,,,0.8375,,,0.4299,,,10000
condition,box_mask(size=14),dae_lam1w5_seed2,e_mse,d,False,0.6066,,,0.8058,,,0.3010,,,10000
condition,box_mask(size=14),dae_lam1w5_seed2,e_mse,r_A,False,0.5730,,,0.7939,,,0.2412,,,10000
family,noise,radial,e_mse,b,False,0.0451,,,0.5022,,,,,,40000
family,noise,radial,e_mse,g,True,,,,0.5000,,,,,,40000
family,noise,radial,e_mse,d,False,0.8241,,,0.9991,,,0.8308,,,40000
family,noise,radial,e_mse,r_A,False,0.8241,,,0.9991,,,0.8308,,,40000
family,noise,radial,e_mse,div,False,-0.8270,,,0.0007,,,-0.8335,,,40000
family,noise,radial,e_mse,g_lin,True,,,,0.5000,,,,,,40000
family,noise,radial,e_mse,sure,False,0.9818,,,0.9995,,,0.9818,,,40000
family,noise,radial,e_mse,b@level,False,0.7707,,,0.6676,,,0.7715,,,40000
family,noise,radial,e_mse,g@level,True,,,,0.5000,,,,,,40000
family,noise,radial,e_mse,d@level,False,0.9654,,,0.9990,,,0.9664,,,40000
family,noise,radial,e_mse,r_A@level,False,0.9654,,,0.9990,,,0.9664,,,40000
family,noise,radial,e_mse,div@level,False,-0.9654,,,0.0010,,,-0.9664,,,40000
family,noise,radial,e_mse,g_lin@level,True,,,,0.5000,,,,,,40000
family,noise,radial,e_mse,sure@level,False,0.9654,,,0.9990,,,0.9664,,,40000
family,noise,pca64,e_mse,b,False,0.0461,,,0.5233,,,,,,40000
family,noise,pca64,e_mse,g,True,,,,0.5000,,,,,,40000
family,noise,pca64,e_mse,d,False,0.8247,,,0.9206,,,0.8249,,,40000
family,noise,pca64,e_mse,r_A,False,0.8247,,,0.9206,,,0.8249,,,40000
family,noise,pca64,e_mse,div,False,0.0007,,,0.5036,,,0.0003,,,40000
family,noise,pca64,e_mse,g_lin,True,,,,0.5000,,,,,,40000
family,noise,pca64,e_mse,sure,False,0.8411,,,0.8922,,,0.8408,,,40000
family,noise,pca64,e_mse,b@level,False,0.4816,,,0.6610,,,0.4821,,,40000
family,noise,pca64,e_mse,g@level,True,,,,0.5000,,,,,,40000
family,noise,pca64,e_mse,d@level,False,0.7249,,,0.8815,,,0.7256,,,40000
family,noise,pca64,e_mse,r_A@level,False,0.7249,,,0.8815,,,0.7256,,,40000
family,noise,pca64,e_mse,div@level,True,,,,0.5000,,,,,,40000
family,noise,pca64,e_mse,g_lin@level,True,,,,0.5000,,,,,,40000
family,noise,pca64,e_mse,sure@level,False,0.7249,,,0.8815,,,0.7256,,,40000
family,noise,dae_lam0_seed0,e_mse,b,False,-0.0597,,,0.4818,,,,,,40000
family,noise,dae_lam0_seed0,e_mse,g,False,0.8121,,,0.8950,,,0.8237,,,40000
family,noise,dae_lam0_seed0,e_mse,d,False,0.6547,,,0.8127,,,0.6549,,,40000
family,noise,dae_lam0_seed0,e_mse,r_A,False,0.6547,,,0.8127,,,0.6549,,,40000
family,noise,dae_lam0_seed0,e_mse,div,False,0.3788,,,0.6901,,,0.3847,,,40000
family,noise,dae_lam0_seed0,e_mse,g_lin,False,0.8101,,,0.8947,,,0.8132,,,40000
family,noise,dae_lam0_seed0,e_mse,sure,False,0.7542,,,0.8727,,,0.7536,,,40000
family,noise,dae_lam0_seed0,e_mse,b@level,False,0.3235,,,0.6176,,,0.3241,,,40000
family,noise,dae_lam0_seed0,e_mse,g@level,False,0.5206,,,0.7450,,,0.5216,,,40000
family,noise,dae_lam0_seed0,e_mse,d@level,False,0.5206,,,0.7450,,,0.5216,,,40000
family,noise,dae_lam0_seed0,e_mse,r_A@level,False,0.5206,,,0.7450,,,0.5216,,,40000
family,noise,dae_lam0_seed0,e_mse,div@level,False,0.5206,,,0.7450,,,0.5216,,,40000
family,noise,dae_lam0_seed0,e_mse,g_lin@level,False,0.5206,,,0.7450,,,0.5216,,,40000
family,noise,dae_lam0_seed0,e_mse,sure@level,False,0.5206,,,0.7450,,,0.5216,,,40000
family,noise,dae_lam0_seed1,e_mse,b,False,-0.0536,,,0.4932,,,,,,40000
family,noise,dae_lam0_seed1,e_mse,g,False,0.8177,,,0.8973,,,0.8249,,,40000
family,noise,dae_lam0_seed1,e_mse,d,False,0.6755,,,0.8316,,,0.6756,,,40000
family,noise,dae_lam0_seed1,e_mse,r_A,False,0.6755,,,0.8316,,,0.6756,,,40000
family,noise,dae_lam0_seed1,e_mse,div,False,0.3180,,,0.6493,,,0.3269,,,40000
family,noise,dae_lam0_seed1,e_mse,g_lin,False,0.7854,,,0.8803,,,0.7867,,,40000
family,noise,dae_lam0_seed1,e_mse,sure,False,0.7693,,,0.8776,,,0.7688,,,40000
family,noise,dae_lam0_seed1,e_mse,b@level,False,0.3227,,,0.6209,,,0.3232,,,40000
family,noise,dae_lam0_seed1,e_mse,g@level,False,0.5420,,,0.7654,,,0.5428,,,40000
family,noise,dae_lam0_seed1,e_mse,d@level,False,0.5420,,,0.7654,,,0.5428,,,40000
family,noise,dae_lam0_seed1,e_mse,r_A@level,False,0.5420,,,0.7654,,,0.5428,,,40000
family,noise,dae_lam0_seed1,e_mse,div@level,False,0.5420,,,0.7654,,,0.5428,,,40000
family,noise,dae_lam0_seed1,e_mse,g_lin@level,False,0.5420,,,0.7654,,,0.5428,,,40000
family,noise,dae_lam0_seed1,e_mse,sure@level,False,0.5420,,,0.7654,,,0.5428,,,40000
family,noise,dae_lam0_seed2,e_mse,b,False,-0.0457,,,0.4954,,,,,,40000
family,noise,dae_lam0_seed2,e_mse,g,False,0.7969,,,0.8814,,,0.7966,,,40000
family,noise,dae_lam0_seed2,e_mse,d,False,0.6373,,,0.8025,,,0.6374,,,40000
family,noise,dae_lam0_seed2,e_mse,r_A,False,0.6373,,,0.8025,,,0.6374,,,40000
family,noise,dae_lam0_seed2,e_mse,div,False,0.2793,,,0.6394,,,0.2830,,,40000
family,noise,dae_lam0_seed2,e_mse,g_lin,False,0.7747,,,0.8663,,,0.7745,,,40000
family,noise,dae_lam0_seed2,e_mse,sure,False,0.7681,,,0.8780,,,0.7678,,,40000
family,noise,dae_lam0_seed2,e_mse,b@level,False,0.2963,,,0.6074,,,0.2966,,,40000
family,noise,dae_lam0_seed2,e_mse,g@level,False,0.4939,,,0.7302,,,0.4945,,,40000
family,noise,dae_lam0_seed2,e_mse,d@level,False,0.4939,,,0.7302,,,0.4945,,,40000
family,noise,dae_lam0_seed2,e_mse,r_A@level,False,0.4939,,,0.7302,,,0.4945,,,40000
family,noise,dae_lam0_seed2,e_mse,div@level,False,0.4939,,,0.7302,,,0.4945,,,40000
family,noise,dae_lam0_seed2,e_mse,g_lin@level,False,0.4939,,,0.7302,,,0.4945,,,40000
family,noise,dae_lam0_seed2,e_mse,sure@level,False,0.4939,,,0.7302,,,0.4945,,,40000
family,noise,dae_lam1_seed0,e_mse,b,False,0.5479,,,0.8893,,,,,,40000
family,noise,dae_lam1_seed0,e_mse,g,False,0.2418,,,0.6269,,,0.2114,,,40000
family,noise,dae_lam1_seed0,e_mse,d,False,0.4266,,,0.7381,,,0.3599,,,40000
family,noise,dae_lam1_seed0,e_mse,r_A,False,0.4266,,,0.7381,,,0.3599,,,40000
family,noise,dae_lam1_seed0,e_mse,div,False,0.0019,,,0.4996,,,-0.0068,,,40000
family,noise,dae_lam1_seed0,e_mse,g_lin,False,0.1847,,,0.5953,,,0.1695,,,40000
family,noise,dae_lam1_seed0,e_mse,sure,False,0.9639,,,0.9906,,,0.9488,,,40000
family,noise,dae_lam1_seed0,e_mse,b@level,False,-0.0000,,,0.5000,,,-0.0002,,,40000
family,noise,dae_lam1_seed0,e_mse,g@level,False,-0.0000,,,0.5000,,,-0.0002,,,40000
family,noise,dae_lam1_seed0,e_mse,d@level,False,-0.0000,,,0.5000,,,-0.0002,,,40000
family,noise,dae_lam1_seed0,e_mse,r_A@level,False,-0.0000,,,0.5000,,,-0.0002,,,40000
family,noise,dae_lam1_seed0,e_mse,div@level,False,0.0000,,,0.5000,,,0.0001,,,40000
family,noise,dae_lam1_seed0,e_mse,g_lin@level,False,-0.0000,,,0.5000,,,-0.0002,,,40000
family,noise,dae_lam1_seed0,e_mse,sure@level,False,-0.0000,,,0.5000,,,-0.0001,,,40000
family,noise,dae_lam1w5_seed0,e_mse,b,False,-0.0175,,,0.5088,,,,,,40000
family,noise,dae_lam1w5_seed0,e_mse,g,False,0.7215,,,0.8488,,,0.7270,,,40000
family,noise,dae_lam1w5_seed0,e_mse,d,False,0.5839,,,0.7664,,,0.5838,,,40000
family,noise,dae_lam1w5_seed0,e_mse,r_A,False,0.5839,,,0.7664,,,0.5838,,,40000
family,noise,dae_lam1w5_seed0,e_mse,div,False,0.1639,,,0.5811,,,0.1679,,,40000
family,noise,dae_lam1w5_seed0,e_mse,g_lin,False,0.7271,,,0.8410,,,0.7274,,,40000
family,noise,dae_lam1w5_seed0,e_mse,sure,False,0.7801,,,0.8937,,,0.7801,,,40000
family,noise,dae_lam1w5_seed0,e_mse,b@level,False,0.2540,,,0.5890,,,0.2540,,,40000
family,noise,dae_lam1w5_seed0,e_mse,g@level,False,0.4251,,,0.6831,,,0.4251,,,40000
family,noise,dae_lam1w5_seed0,e_mse,d@level,False,0.4251,,,0.6831,,,0.4251,,,40000
family,noise,dae_lam1w5_seed0,e_mse,r_A@level,False,0.4251,,,0.6831,,,0.4251,,,40000
family,noise,dae_lam1w5_seed0,e_mse,div@level,False,-0.4251,,,0.3169,,,-0.4251,,,40000
family,noise,dae_lam1w5_seed0,e_mse,g_lin@level,False,0.4251,,,0.6831,,,0.4251,,,40000
family,noise,dae_lam1w5_seed0,e_mse,sure@level,False,0.4251,,,0.6831,,,0.4251,,,40000
