signal,setting,coverage,width,q_hat,group,n,model,model_group
q,normalized/condition,0.9996,0.1903,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.9992,0.1960,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.9994,0.1801,,blur(std=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.9994,0.1856,,blur(std=1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.9992,0.1902,,blur(std=1.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.9972,0.1926,,blur(std=2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.9940,0.1877,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.6562,0.1885,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.3706,0.1842,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.9980,0.1824,,box_mask(size=8),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.7106,0.1786,,box_mask(size=14),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/family,0.9995,0.1887,,noise,20000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/family,0.9988,0.1871,,blur,20000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/family,0.6736,0.1868,,pixel_mask,15000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/family,0.8543,0.1805,,box_mask,10000.0000,dae_lam1w5_seed0,dae_lam1w5
-,marginal,0.9027,0.1838,0.1838,,,dae_lam1w5_seed0,dae_lam1w5
-,severity,0.8976,0.1404,1.4896,,,dae_lam1w5_seed0,dae_lam1w5
g,normalized,0.9026,0.1794,1.8705,,,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9984,0.1537,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9990,0.1694,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9994,0.1873,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9996,0.2257,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9966,0.1454,,blur(std=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9980,0.1649,,blur(std=1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9990,0.1846,,blur(std=1.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9994,0.1947,,blur(std=2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9834,0.1635,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.5632,0.1706,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.2846,0.1726,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9994,0.1923,,box_mask(size=8),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/condition,0.9138,0.2078,,box_mask(size=14),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/family,0.9991,0.1840,,noise,20000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/family,0.9982,0.1724,,blur,20000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/family,0.6104,0.1689,,pixel_mask,15000.0000,dae_lam1w5_seed1,dae_lam1w5
g,normalized/family,0.9566,0.2000,,box_mask,10000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized,0.9004,0.1793,1.8736,,,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,1.0000,0.1999,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,0.9998,0.2162,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,0.9998,0.2162,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,1.0000,0.2207,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,1.0000,0.1243,,blur(std=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,0.9974,0.1354,,blur(std=1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,0.9922,0.1482,,blur(std=1.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,0.9844,0.1537,,blur(std=2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,0.9988,0.2014,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,0.7514,0.2030,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,0.2868,0.1816,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,0.9998,0.1659,,box_mask(size=8),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/condition,0.6946,0.1647,,box_mask(size=14),5000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/family,0.9999,0.2132,,noise,20000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/family,0.9935,0.1404,,blur,20000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/family,0.6790,0.1953,,pixel_mask,15000.0000,dae_lam1w5_seed1,dae_lam1w5
d,normalized/family,0.8472,0.1653,,box_mask,10000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized,0.8998,0.1815,1.8945,,,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.9998,0.2065,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.9998,0.2065,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.9998,0.2065,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,1.0000,0.2122,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.9998,0.1640,,blur(std=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.9980,0.1315,,blur(std=1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.9932,0.1333,,blur(std=1.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.9848,0.1457,,blur(std=2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.9962,0.2003,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.7106,0.1973,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.2140,0.1757,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.9994,0.1935,,box_mask(size=8),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/condition,0.8020,0.1860,,box_mask(size=14),5000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/family,0.9999,0.2080,,noise,20000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/family,0.9940,0.1436,,blur,20000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/family,0.6403,0.1911,,pixel_mask,15000.0000,dae_lam1w5_seed1,dae_lam1w5
r_A,normalized/family,0.9007,0.1898,,box_mask,10000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized,0.9019,0.1853,1.9339,,,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9998,0.1632,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9996,0.1769,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9998,0.1970,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9998,0.2400,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9996,0.1556,,blur(std=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9996,0.1660,,blur(std=1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9996,0.1850,,blur(std=1.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9994,0.1955,,blur(std=2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9986,0.1749,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.6200,0.1757,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.1514,0.1623,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9998,0.2005,,box_mask(size=8),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/condition,0.9574,0.2160,,box_mask(size=14),5000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/family,0.9998,0.1943,,noise,20000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/family,0.9996,0.1755,,blur,20000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/family,0.5900,0.1709,,pixel_mask,15000.0000,dae_lam1w5_seed1,dae_lam1w5
dis,normalized/family,0.9786,0.2082,,box_mask,10000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized,0.9025,0.1743,1.8169,,,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9976,0.1556,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9980,0.1630,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9990,0.1733,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9988,0.2079,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9972,0.1516,,blur(std=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9980,0.1580,,blur(std=1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9982,0.1698,,blur(std=1.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9978,0.1803,,blur(std=2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9652,0.1574,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.5168,0.1634,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.3168,0.1710,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9992,0.1959,,box_mask(size=8),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/condition,0.9502,0.2185,,box_mask(size=14),5000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/family,0.9983,0.1749,,noise,20000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/family,0.9978,0.1649,,blur,20000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/family,0.5996,0.1639,,pixel_mask,15000.0000,dae_lam1w5_seed1,dae_lam1w5
g2,normalized/family,0.9747,0.2072,,box_mask,10000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized,0.9025,0.1858,1.9340,,,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.9994,0.1854,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.9994,0.1859,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.9992,0.1862,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.9890,0.1866,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.9994,0.1851,,blur(std=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.9994,0.1858,,blur(std=1),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.9992,0.1862,,blur(std=1.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.9980,0.1864,,blur(std=2),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.9896,0.1858,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.6328,0.1858,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.3804,0.1853,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.9980,0.1854,,box_mask(size=8),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/condition,0.7486,0.1850,,box_mask(size=14),5000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/family,0.9968,0.1860,,noise,20000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/family,0.9990,0.1859,,blur,20000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/family,0.6676,0.1856,,pixel_mask,15000.0000,dae_lam1w5_seed1,dae_lam1w5
q,normalized/family,0.8733,0.1852,,box_mask,10000.0000,dae_lam1w5_seed1,dae_lam1w5
-,marginal,0.9026,0.1853,0.1853,,,dae_lam1w5_seed1,dae_lam1w5
-,severity,0.8993,0.1433,1.4914,,,dae_lam1w5_seed1,dae_lam1w5
g,normalized,0.9028,0.1707,1.7934,,,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9972,0.1413,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9976,0.1546,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9994,0.1731,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9994,0.1990,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9952,0.1353,,blur(std=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9958,0.1482,,blur(std=1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9970,0.1678,,blur(std=1.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9982,0.1816,,blur(std=2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9568,0.1540,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.5430,0.1661,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.2972,0.1692,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9994,0.2026,,box_mask(size=8),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/condition,0.9608,0.2263,,box_mask(size=14),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/family,0.9984,0.1670,,noise,20000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/family,0.9966,0.1583,,blur,20000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/family,0.5990,0.1631,,pixel_mask,15000.0000,dae_lam1w5_seed2,dae_lam1w5
g,normalized/family,0.9801,0.2145,,box_mask,10000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized,0.9002,0.1775,1.8653,,,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.9996,0.1971,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.9996,0.2108,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.9998,0.2108,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,1.0000,0.2112,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.9996,0.1247,,blur(std=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.9978,0.1368,,blur(std=1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.9944,0.1487,,blur(std=1.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.9864,0.1555,,blur(std=2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.9984,0.1979,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.7410,0.1992,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.2968,0.1801,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.9994,0.1669,,box_mask(size=8),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/condition,0.6894,0.1683,,box_mask(size=14),5000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/family,0.9998,0.2075,,noise,20000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/family,0.9946,0.1414,,blur,20000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/family,0.6787,0.1924,,pixel_mask,15000.0000,dae_lam1w5_seed2,dae_lam1w5
d,normalized/family,0.8444,0.1676,,box_mask,10000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized,0.8996,0.1833,1.9248,,,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.9996,0.2060,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.9996,0.2060,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.9994,0.2060,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,1.0000,0.2065,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.9996,0.1658,,blur(std=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.9980,0.1377,,blur(std=1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.9940,0.1420,,blur(std=1.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.9902,0.1555,,blur(std=2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.9978,0.2004,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.7218,0.1972,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.2084,0.1752,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.9994,0.1948,,box_mask(size=8),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/condition,0.7874,0.1899,,box_mask(size=14),5000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/family,0.9997,0.2061,,noise,20000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/family,0.9954,0.1503,,blur,20000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/family,0.6427,0.1909,,pixel_mask,15000.0000,dae_lam1w5_seed2,dae_lam1w5
r_A,normalized/family,0.8934,0.1923,,box_mask,10000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized,0.9019,0.1866,1.9588,,,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.9998,0.1658,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.9998,0.1798,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.9998,0.2001,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,1.0000,0.2286,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.9996,0.1582,,blur(std=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.9996,0.1688,,blur(std=1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.9996,0.1883,,blur(std=1.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.9994,0.1991,,blur(std=2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.9988,0.1778,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.6650,0.1787,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.1646,0.1650,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.9998,0.2015,,box_mask(size=8),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/condition,0.8994,0.2140,,box_mask(size=14),5000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/family,0.9999,0.1936,,noise,20000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/family,0.9996,0.1786,,blur,20000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/family,0.6095,0.1738,,pixel_mask,15000.0000,dae_lam1w5_seed2,dae_lam1w5
dis,normalized/family,0.9496,0.2077,,box_mask,10000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized,0.9027,0.1694,1.7794,,,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9968,0.1508,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9982,0.1569,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9986,0.1664,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9988,0.1840,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9964,0.1475,,blur(std=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9966,0.1520,,blur(std=1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9952,0.1593,,blur(std=1.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9916,0.1680,,blur(std=2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9402,0.1533,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.5394,0.1649,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.3278,0.1707,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9992,0.1992,,box_mask(size=8),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/condition,0.9568,0.2293,,box_mask(size=14),5000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/family,0.9981,0.1645,,noise,20000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/family,0.9950,0.1567,,blur,20000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/family,0.6025,0.1630,,pixel_mask,15000.0000,dae_lam1w5_seed2,dae_lam1w5
g2,normalized/family,0.9780,0.2143,,box_mask,10000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized,0.9020,0.1875,1.9636,,,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.9994,0.1847,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.9994,0.1875,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.9992,0.1899,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.9994,0.1925,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.9994,0.1836,,blur(std=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.9994,0.1868,,blur(std=1),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.9994,0.1897,,blur(std=1.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.9976,0.1916,,blur(std=2),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.9944,0.1888,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.6510,0.1880,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.3838,0.1855,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.9980,0.1860,,box_mask(size=8),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/condition,0.7056,0.1832,,box_mask(size=14),5000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/family,0.9993,0.1886,,noise,20000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/family,0.9990,0.1879,,blur,20000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/family,0.6764,0.1874,,pixel_mask,15000.0000,dae_lam1w5_seed2,dae_lam1w5
q,normalized/family,0.8518,0.1846,,box_mask,10000.0000,dae_lam1w5_seed2,dae_lam1w5
-,marginal,0.9021,0.1852,0.1852,,,dae_lam1w5_seed2,dae_lam1w5
-,severity,0.8983,0.1424,1.4911,,,dae_lam1w5_seed2,dae_lam1w5
g,normalized,0.9004,0.1733,2.0339,,,unet_lam0_seed0,unet_lam0
g,normalized/condition,1.0000,0.1285,,noise(sigma=0.1),5000.0000,unet_lam0_seed0,unet_lam0
g,normalized/condition,1.0000,0.1547,,noise(sigma=0.2),5000.0000,unet_lam0_seed0,unet_lam0
g,normalized/condition,1.0000,0.2085,,noise(sigma=0.3),5000.0000,unet_lam0_seed0,unet_lam0
g,normalized/condition,1.0000,0.2968,,noise(sigma=0.5),5000.0000,unet_lam0_seed0,unet_lam0
g,normalized/condition,1.0000,0.1212,,blur(std=0.5),5000.0000,unet_lam0_seed0,unet_lam0
g,normalized/condition,0.9974,0.1345,,blur(std=1),5000.0000,unet_lam0_seed0,unet_lam0
g,normalized/condition,0.9934,0.1442,,blur(std=1.5),5000.0000,unet_lam0_seed0,unet_lam0
g,normalized/condition,0.9672,0.1476,,blur(std=2),5000.0000,unet_lam0_seed0,unet_lam0
g,normalized/condition,1.0000,0.2240,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed0,unet_lam0
