signal,setting,coverage,width,q_hat,group,n,model,model_group
g2,normalized/condition,0.9660,0.1558,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
g2,normalized/condition,0.5268,0.1655,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
g2,normalized/condition,0.3254,0.1742,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
g2,normalized/condition,0.9994,0.1903,,box_mask(size=8),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
g2,normalized/condition,0.9458,0.2114,,box_mask(size=14),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
g2,normalized/family,0.9981,0.1825,,noise,20000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
g2,normalized/family,0.9959,0.1656,,blur,20000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
g2,normalized/family,0.6061,0.1652,,pixel_mask,15000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
g2,normalized/family,0.9726,0.2009,,box_mask,10000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized,0.9022,0.1884,1.9265,,,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.9994,0.1860,,noise(sigma=0.1),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.9994,0.1862,,noise(sigma=0.2),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.9992,0.1871,,noise(sigma=0.3),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.9430,0.2114,,noise(sigma=0.5),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.9994,0.1860,,blur(std=0.5),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.9994,0.1862,,blur(std=1),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.9992,0.1867,,blur(std=1.5),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.9970,0.1863,,blur(std=2),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.9920,0.1861,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.6428,0.1863,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.3918,0.1888,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.9986,0.1860,,box_mask(size=8),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/condition,0.7676,0.1860,,box_mask(size=14),5000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/family,0.9852,0.1927,,noise,20000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/family,0.9988,0.1863,,blur,20000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/family,0.6755,0.1870,,pixel_mask,15000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
q,normalized/family,0.8831,0.1860,,box_mask,10000.0000,dae_lam1w5_outer_seed1,dae_lam1w5_outer
-,marginal,0.9023,0.1899,0.1899,,,dae_lam1w5_outer_seed1,dae_lam1w5_outer
-,severity,0.8997,0.1459,1.4917,,,dae_lam1w5_outer_seed1,dae_lam1w5_outer
g,normalized,0.9017,0.1701,1.8058,,,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9986,0.1379,,noise(sigma=0.1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9992,0.1619,,noise(sigma=0.2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9996,0.1825,,noise(sigma=0.3),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9996,0.2022,,noise(sigma=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9956,0.1273,,blur(std=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9956,0.1536,,blur(std=1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9982,0.1749,,blur(std=1.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9976,0.1867,,blur(std=2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9862,0.1541,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.5320,0.1625,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.2856,0.1649,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9992,0.1875,,box_mask(size=8),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/condition,0.9348,0.2154,,box_mask(size=14),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/family,0.9992,0.1711,,noise,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/family,0.9968,0.1606,,blur,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/family,0.6013,0.1605,,pixel_mask,15000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized/family,0.9670,0.2014,,box_mask,10000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized,0.8996,0.1723,1.8277,,,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.9998,0.1941,,noise(sigma=0.1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.9996,0.2021,,noise(sigma=0.2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.9996,0.2021,,noise(sigma=0.3),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,1.0000,0.2026,,noise(sigma=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.9998,0.1246,,blur(std=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.9978,0.1319,,blur(std=1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.9932,0.1400,,blur(std=1.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.9538,0.1432,,blur(std=2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.9988,0.1942,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.7304,0.1946,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.3576,0.1794,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.9992,0.1663,,box_mask(size=8),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/condition,0.6652,0.1646,,box_mask(size=14),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/family,0.9998,0.2003,,noise,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/family,0.9861,0.1350,,blur,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/family,0.6956,0.1894,,pixel_mask,15000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
d,normalized/family,0.8322,0.1655,,box_mask,10000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized,0.8995,0.1774,1.8812,,,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.9998,0.1990,,noise(sigma=0.1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.9994,0.1990,,noise(sigma=0.2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.9996,0.1990,,noise(sigma=0.3),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,1.0000,0.1995,,noise(sigma=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.9998,0.1605,,blur(std=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.9980,0.1323,,blur(std=1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.9926,0.1370,,blur(std=1.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.9856,0.1489,,blur(std=2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.9986,0.1947,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.7208,0.1918,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.2440,0.1727,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.9992,0.1891,,box_mask(size=8),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/condition,0.7556,0.1833,,box_mask(size=14),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/family,0.9997,0.1991,,noise,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/family,0.9940,0.1447,,blur,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/family,0.6545,0.1864,,pixel_mask,15000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
r_A,normalized/family,0.8774,0.1862,,box_mask,10000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized,0.9017,0.1789,1.8995,,,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,1.0000,0.1587,,noise(sigma=0.1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,1.0000,0.1786,,noise(sigma=0.2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,1.0000,0.2044,,noise(sigma=0.3),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,1.0000,0.2288,,noise(sigma=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,0.9994,0.1463,,blur(std=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,0.9992,0.1506,,blur(std=1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,0.9990,0.1661,,blur(std=1.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,0.9980,0.1808,,blur(std=2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,1.0000,0.1763,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,0.7434,0.1767,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,0.0948,0.1556,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,0.9998,0.1957,,box_mask(size=8),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/condition,0.8884,0.2065,,box_mask(size=14),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/family,1.0000,0.1926,,noise,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/family,0.9989,0.1609,,blur,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/family,0.6127,0.1695,,pixel_mask,15000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
dis,normalized/family,0.9441,0.2011,,box_mask,10000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized,0.9017,0.1679,1.7808,,,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9978,0.1408,,noise(sigma=0.1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9988,0.1534,,noise(sigma=0.2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9992,0.1683,,noise(sigma=0.3),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9996,0.1904,,noise(sigma=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9966,0.1360,,blur(std=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9966,0.1516,,blur(std=1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9982,0.1696,,blur(std=1.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9966,0.1810,,blur(std=2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9650,0.1513,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.5172,0.1611,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.3112,0.1660,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9990,0.1914,,box_mask(size=8),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/condition,0.9464,0.2216,,box_mask(size=14),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/family,0.9989,0.1632,,noise,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/family,0.9970,0.1595,,blur,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/family,0.5978,0.1594,,pixel_mask,15000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g2,normalized/family,0.9727,0.2065,,box_mask,10000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized,0.9017,0.1804,1.9079,,,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.9990,0.1831,,noise(sigma=0.1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.9992,0.1804,,noise(sigma=0.2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.9982,0.1764,,noise(sigma=0.3),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.9968,0.1677,,noise(sigma=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.9988,0.1840,,blur(std=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.9988,0.1816,,blur(std=1),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.9986,0.1794,,blur(std=1.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.9960,0.1795,,blur(std=2),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.9902,0.1818,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.6448,0.1818,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.3874,0.1820,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.9970,0.1834,,box_mask(size=8),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/condition,0.7170,0.1838,,box_mask(size=14),5000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/family,0.9983,0.1769,,noise,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/family,0.9980,0.1811,,blur,20000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/family,0.6741,0.1818,,pixel_mask,15000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
q,normalized/family,0.8570,0.1836,,box_mask,10000.0000,dae_lam1w5_outer_seed2,dae_lam1w5_outer
-,marginal,0.9020,0.1823,0.1823,,,dae_lam1w5_outer_seed2,dae_lam1w5_outer
-,severity,0.8988,0.1396,1.4768,,,dae_lam1w5_outer_seed2,dae_lam1w5_outer
g,normalized,0.9022,0.1745,1.8564,,,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9974,0.1454,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9986,0.1626,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9992,0.1820,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9996,0.2056,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9946,0.1366,,blur(std=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9952,0.1583,,blur(std=1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9976,0.1791,,blur(std=1.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9986,0.1924,,blur(std=2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9774,0.1556,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.5472,0.1651,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.2680,0.1680,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9994,0.1996,,box_mask(size=8),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/condition,0.9556,0.2183,,box_mask(size=14),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/family,0.9987,0.1739,,noise,20000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/family,0.9965,0.1666,,blur,20000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/family,0.5975,0.1629,,pixel_mask,15000.0000,dae_lam1w5_seed0,dae_lam1w5
g,normalized/family,0.9775,0.2089,,box_mask,10000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized,0.9000,0.1754,1.8671,,,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.9998,0.1968,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.9998,0.2041,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.9996,0.2041,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,1.0000,0.2044,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.9998,0.1268,,blur(std=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.9974,0.1406,,blur(std=1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.9930,0.1496,,blur(std=1.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.9786,0.1520,,blur(std=2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.9974,0.1958,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.7142,0.1962,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.3412,0.1798,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.9994,0.1667,,box_mask(size=8),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/condition,0.6796,0.1630,,box_mask(size=14),5000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/family,0.9998,0.2024,,noise,20000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/family,0.9922,0.1423,,blur,20000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/family,0.6843,0.1906,,pixel_mask,15000.0000,dae_lam1w5_seed0,dae_lam1w5
d,normalized/family,0.8395,0.1648,,box_mask,10000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized,0.9004,0.1804,1.9200,,,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.9998,0.2025,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.9998,0.2025,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.9996,0.2025,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,1.0000,0.2028,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.9998,0.1606,,blur(std=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.9984,0.1340,,blur(std=1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.9942,0.1428,,blur(std=1.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.9904,0.1581,,blur(std=2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.9974,0.1974,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.7082,0.1945,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.2326,0.1746,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.9992,0.1906,,box_mask(size=8),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/condition,0.7854,0.1828,,box_mask(size=14),5000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/family,0.9998,0.2026,,noise,20000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/family,0.9957,0.1489,,blur,20000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/family,0.6461,0.1888,,pixel_mask,15000.0000,dae_lam1w5_seed0,dae_lam1w5
r_A,normalized/family,0.8923,0.1867,,box_mask,10000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized,0.9026,0.1851,1.9696,,,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,1.0000,0.1646,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,0.9998,0.1787,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,1.0000,0.1992,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,1.0000,0.2249,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,0.9996,0.1570,,blur(std=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,0.9996,0.1677,,blur(std=1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,0.9996,0.1873,,blur(std=1.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,0.9994,0.1979,,blur(std=2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,0.9990,0.1768,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,0.6584,0.1777,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,0.1642,0.1639,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,0.9998,0.1996,,box_mask(size=8),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/condition,0.9146,0.2116,,box_mask(size=14),5000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/family,1.0000,0.1919,,noise,20000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/family,0.9996,0.1775,,blur,20000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/family,0.6072,0.1728,,pixel_mask,15000.0000,dae_lam1w5_seed0,dae_lam1w5
dis,normalized/family,0.9572,0.2056,,box_mask,10000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized,0.9017,0.1716,1.8258,,,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9970,0.1539,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9986,0.1609,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9988,0.1701,,noise(sigma=0.3),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9990,0.1868,,noise(sigma=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9966,0.1498,,blur(std=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9972,0.1584,,blur(std=1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9960,0.1695,,blur(std=1.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9956,0.1790,,blur(std=2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9578,0.1536,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.5218,0.1596,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.3036,0.1675,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9990,0.1997,,box_mask(size=8),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/condition,0.9610,0.2221,,box_mask(size=14),5000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/family,0.9983,0.1679,,noise,20000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/family,0.9963,0.1642,,blur,20000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/family,0.5944,0.1602,,pixel_mask,15000.0000,dae_lam1w5_seed0,dae_lam1w5
g2,normalized/family,0.9800,0.2109,,box_mask,10000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized,0.9017,0.1865,1.9784,,,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.9996,0.1823,,noise(sigma=0.1),5000.0000,dae_lam1w5_seed0,dae_lam1w5
q,normalized/condition,0.9996,0.1864,,noise(sigma=0.2),5000.0000,dae_lam1w5_seed0,dae_lam1w5
